id,timestamp,is_mobile,gender,age,education,experience,fm,REDUCE_NEGATION_COUNT_original_time,REDUCE_NEGATION_COUNT_original_correct,REDUCE_NEGATION_COUNT_original_index,REDUCE_NEGATION_COUNT_original_formula,REDUCE_NEGATION_COUNT_rewritten_time,REDUCE_NEGATION_COUNT_rewritten_correct,REDUCE_NEGATION_COUNT_rewritten_index,REDUCE_NEGATION_COUNT_rewritten_formula,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_original_time,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_original_correct,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_original_index,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_original_formula,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_rewritten_time,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_rewritten_correct,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_rewritten_index,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_rewritten_formula,ELIMINATE_NEGATION_original_time,ELIMINATE_NEGATION_original_correct,ELIMINATE_NEGATION_original_index,ELIMINATE_NEGATION_original_formula,ELIMINATE_NEGATION_rewritten_time,ELIMINATE_NEGATION_rewritten_correct,ELIMINATE_NEGATION_rewritten_index,ELIMINATE_NEGATION_rewritten_formula,REDUCE_NEGATION_LEVEL_original_time,REDUCE_NEGATION_LEVEL_original_correct,REDUCE_NEGATION_LEVEL_original_index,REDUCE_NEGATION_LEVEL_original_formula,REDUCE_NEGATION_LEVEL_rewritten_time,REDUCE_NEGATION_LEVEL_rewritten_correct,REDUCE_NEGATION_LEVEL_rewritten_index,REDUCE_NEGATION_LEVEL_rewritten_formula,REDUCE_OPERATOR_COUNT_original_time,REDUCE_OPERATOR_COUNT_original_correct,REDUCE_OPERATOR_COUNT_original_index,REDUCE_OPERATOR_COUNT_original_formula,REDUCE_OPERATOR_COUNT_rewritten_time,REDUCE_OPERATOR_COUNT_rewritten_correct,REDUCE_OPERATOR_COUNT_rewritten_index,REDUCE_OPERATOR_COUNT_rewritten_formula,REDUCE_OPERATOR_NESTING_original_time,REDUCE_OPERATOR_NESTING_original_correct,REDUCE_OPERATOR_NESTING_original_index,REDUCE_OPERATOR_NESTING_original_formula,REDUCE_OPERATOR_NESTING_rewritten_time,REDUCE_OPERATOR_NESTING_rewritten_correct,REDUCE_OPERATOR_NESTING_rewritten_index,REDUCE_OPERATOR_NESTING_rewritten_formula,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_original_time,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_original_correct,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_original_index,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_original_formula,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_rewritten_time,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_rewritten_correct,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_rewritten_index,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_rewritten_formula,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_original_time,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_original_correct,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_original_index,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_original_formula,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_rewritten_time,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_rewritten_correct,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_rewritten_index,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_rewritten_formula,total_time,total_correct
65c1f4c96e337599b75ee976,2024-02-06T08:58:49.876Z,FALSE,M,48,MSc,40,some,23588.6,FALSE,13,(A -> (!B & !C & D)),14380.8,FALSE,3,((D -> (B | C)) -> !A),23790.3,TRUE,11,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),16581.6,TRUE,0,!(A & (B | C | D | E)),28655,TRUE,6,((A & !B & !C) -> D),6821.4,TRUE,15,(A -> (B | C | D)),10527,TRUE,5,(A -> (B -> (C -> !(D | E)))),9705.9,TRUE,9,(A -> (B -> (C -> (!D & !E)))),17654.6,TRUE,2,((A & B) | (C & B) | (D & B)),6661.6,TRUE,4,(B & (A | C | D)),10081.2,TRUE,12,((A & (B | C | D | E)) -> F),25861,TRUE,1,(!A | (!B & !C & !D & !E) | F),13288.9,FALSE,10,((!A & !B & !C) -> (D <-> E)),7202.6,TRUE,14,(A | B | C | (!D & !E) | (D & E)),13195.6,TRUE,7,((A & B) -> (C & (D | E))),11300.2,FALSE,8,((!A | !B | D | E) & (!A | !B | C)),239296.3,12
65c208fb6e337599b75ee9ff,2024-02-06T10:24:59.066Z,TRUE,M,39,BSc,10,some,14972.1,FALSE,12,(!A -> ((B & !C) <-> D)),88776.5,FALSE,0,(A | ((B & !C) <-> D)),35457.4,TRUE,2,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),24746.3,FALSE,8,!((A | B | C) & (A | B | D) & (A | C | D) & (B | C | D)),20989.4,TRUE,3,!(!A & B & !C & D),17591.8,TRUE,6,((B & D) -> (A | C)),21348.2,FALSE,15,((A & B & C) -> !(D | E)),17805.4,TRUE,13,((A & B & C) -> (!D & !E)),56203.7,TRUE,10,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),54322.4,TRUE,1,(!A | (!C & !D & !B & !E)),35588.6,TRUE,11,(A -> ((B & C & D) -> !E)),9927.8,TRUE,14,(!A | !B | !C | !D | !E),23431.8,TRUE,9,(A -> ((B | C | D) & E)),43660.9,TRUE,4,(!A | (B & E) | (C & E) | (D & E)),42310.2,TRUE,5,(!(A | B) -> !(C | D | (E & F))),45127.1,FALSE,7,((A | B | !E | !F) & (A | B | !D) & (A | B | !C)),552259.6,11
65c20f326e337599b75eea91,2024-02-06T10:51:30.335Z,FALSE,M,34,BSc,11,none,20057,FALSE,0,(A -> (!B & !C & D)),16916.7,TRUE,10,((D -> (B | C)) -> !A),34360.1,TRUE,8,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),56409.8,TRUE,11,!((A | B | C) & (A | B | D) & (A | C | D) & (B | C | D)),33420.7,TRUE,15,((!A & !B & !C) -> D),5223.2,TRUE,1,(A | B | C | D),23091.4,FALSE,6,(A -> (B -> (C -> !(D | E)))),40202.5,TRUE,7,(A -> (B -> (C -> (!D & !E)))),19670.7,TRUE,9,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),13154.8,TRUE,13,(!A | (!C & !D & !B & !E)),13688.1,TRUE,4,(A -> ((B & C & D) -> !E)),6919.3,TRUE,3,(!A | !B | !C | !D | !E),42945.1,TRUE,5,((A <-> (B & !C)) | (C & !D)),33618.5,TRUE,14,((A & B & !C) | (!A & !B) | (!A & C) | (C & !D)),17952.2,TRUE,12,(A -> ((B | C | D) & (E | F))),17726,TRUE,2,((!A | B | C | D) & (!A | E | F)),395356.1,14
65c221936e337599b75eeb30,2024-02-06T12:09:55.584Z,,,,NaN,,NaN,10557.7,FALSE,6,(A -> (!B & !C & D)),,,13,((D -> (B | C)) -> !A),25067.9,TRUE,1,(!A & !B & !C & !D & !E),15096.4,FALSE,4,!(A | B | C | D | E),,,12,((A & !B) -> (!C & !D)),,,11,((C | D) -> (A -> B)),,,14,((A & B & C) -> !(D | E)),21160.2,FALSE,3,((A & B & C) -> (!D & !E)),54062,FALSE,8,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),,,9,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),,,10,((!A & (B | C)) -> !D),22745,FALSE,7,(A | (!B & !C) | !D),27431.9,FALSE,5,(!(A | B) -> !(C | D | (E & F))),42237.1,TRUE,0,(A | B | (!C & !D & !E) | (!C & !D & !F)),61445.5,FALSE,2,(A <-> ((B & C & !D) | (D & !E))),,,15,((A | !B | !C | D) & (A | !D | E) & (!A | B | D) & (!A | C | D) & (!A | !D | !E)),279803.7,2
65c224396e337599b75eeb65,2024-02-06T12:21:13.671Z,TRUE,F,58,Other,20,none,22482.8,TRUE,14,(!A -> ((B & !C) <-> D)),29228,TRUE,12,(A | ((B & !C) <-> D)),13163.3,TRUE,0,(!A & !B & !C & !D),8299.7,FALSE,6,!(A | B | C | D),10613.9,FALSE,8,((!A & !B & !C) -> (D <-> E)),19161.8,TRUE,11,(A | B | C | (D <-> E)),14168.1,TRUE,13,(A <-> !(B | C | D | E)),17700,TRUE,5,(A <-> (!B & !C & !D & !E)),18993.6,TRUE,2,((A & B) | (C & B) | (D & B) | (E & B)),6121.9,FALSE,4,(B & (A | C | D | E)),19935.4,TRUE,3,(A -> ((B & C) -> D)),,,15,(!A | !B | !C | D),26836.9,TRUE,10,(A -> ((B | C | D) & E)),26425,TRUE,9,(!A | (B & E) | (C & E) | (D & E)),117882.9,FALSE,1,((A & B) -> (C & (D | E))),28517.3,TRUE,7,((!A | !B | D | E) & (!A | !B | C)),379530.6,11
65c227a66e337599b75eebae,2024-02-06T12:35:50.277Z,FALSE,F,32,PhD,5,none,21439.6,TRUE,4,(!A -> ((B & !C) <-> D)),16336.3,TRUE,12,(A | ((B & !C) <-> D)),14400.3,TRUE,3,(!A & !B & !C & !D),27440.7,TRUE,0,!(A | B | C | D),13031.3,TRUE,14,((A & B & !C & !D & !E) -> !F),20456,TRUE,6,((A & B & F) -> (C | D | E)),11400,TRUE,8,((A & B & C) -> !(D | E)),9819.3,TRUE,7,((A & B & C) -> (!D & !E)),18154.2,TRUE,13,((A & B) | (C & B) | (D & B) | (E & B)),9345.5,FALSE,11,(B & (A | C | D | E)),36967.9,FALSE,1,(A -> (B -> (C -> !(D | E)))),8660.1,TRUE,10,(!A | !B | !C | (!D & !E)),27246.2,TRUE,5,((A <-> (B & C & !D)) | (D & !E)),29495.6,TRUE,2,((A & B & C & !D) | (!A & !B) | (!A & !C) | (!A & D) | (D & !E)),29067.8,TRUE,9,(!(A | B) -> !(C | D | (E & F))),16484.7,TRUE,15,((A | B | !E | !F) & (A | B | !D) & (A | B | !C)),309745.5,14
65c2304a6e337599b75eec9b,2024-02-06T13:12:42.023Z,TRUE,F,36,BSc,13,some,24047,TRUE,1,(A -> (!B & !C & D)),15929.3,TRUE,9,((D -> (B | C)) -> !A),24742.4,TRUE,11,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),37041.4,TRUE,2,!((A | B | C) & (A | B | D) & (A | C | D) & (B | C | D)),13133.5,FALSE,13,((A & !B) -> (C | !D)),12698.9,FALSE,15,((A & D) -> (B | C)),15226.9,TRUE,3,((A & !(B | C)) -> D),14300.1,TRUE,7,((A & !B & !C) -> D),13245.3,TRUE,6,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),14110.7,TRUE,4,(!A | (!C & !D & !B & !E)),11994.7,FALSE,12,((A & (B | C | D | E)) -> F),25823.2,TRUE,10,(!A | (!B & !C & !D & !E) | F),11116.8,TRUE,8,((A & B) -> (C & (D | E))),14179.9,TRUE,5,(!(A & B) | (C & D) | (C & E)),41070,TRUE,0,((A <-> (B & !C)) | (C & !D)),34640.8,TRUE,14,((A | !B | C) & (!A | B | C) & (!A | !C | !D)),323300.9,13
65c23f3d65337212ebe44c7f,2024-02-06T14:16:29.344Z,,,,NaN,,NaN,5365,FALSE,8,((A & !B) -> (!C & D)),42856.6,FALSE,0,((A -> B) | (!C & D)),,,12,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),,,11,!((A | B | C) & (A | B | D) & (A | C | D) & (B | C | D)),8270.8,FALSE,4,((!A & !B & !C) -> D),4517.3,TRUE,2,(A | B | C | D),,,10,((A & B & C) -> !(D | E)),,,9,((A & B & C) -> (!D & !E)),10189.6,TRUE,3,((A & B) | (C & B) | (D & B) | (E & B)),6193.9,TRUE,5,(B & (A | C | D | E)),,,13,(A -> (B -> ((C & D) -> E))),8388.3,TRUE,7,(!A | !B | !C | !D | E),16191.9,TRUE,6,(A <-> ((B & C & D & !E) | (E & !F))),30837.1,FALSE,1,((A & B & C & D & !E) | (!A & !B & !E) | (!A & !C & !E) | (!A & !D & !E) | (!A & E & F) | (A & E & !F)),,,15,((A <-> (B & !C)) | (C & !D)),,,14,((A | !B | C) & (!A | B | C) & (!A | !C | !D)),132810.5,5
65c2482c65337212ebe44cb4,2024-02-06T14:54:36.730Z,FALSE,F,30,BSc,4,some,33178.7,FALSE,11,((A <-> (B & !C)) | (C & !D)),38650.8,TRUE,4,((C -> D) -> (A <-> (B & !C))),17978.9,TRUE,14,(A <-> ((B & C & !D) | (D & !E))),36630.5,TRUE,12,(A <-> !(((B & C) -> D) & (D -> E))),11542.4,TRUE,2,(!(A | B) -> !(C | D | (E & F))),32753.2,TRUE,0,((C | D | (E & F)) -> (A | B)),10691.4,TRUE,15,((A & B & C) -> !(D | E)),9489.3,TRUE,8,((A & B & C) -> (!D & !E)),12947.9,TRUE,13,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),26652.8,TRUE,9,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),11210.5,TRUE,3,((A & (B | C | D | E)) -> F),6606.8,TRUE,6,(!A | (!B & !C & !D & !E) | F),8136.9,TRUE,7,(A -> (!B & !C & (D | E | F))),13395.4,TRUE,1,(!A | (!B & !C & D) | (!B & !C & E) | (!B & !C & F)),17500.2,TRUE,10,(A -> ((B | C | D) & (E | F))),19530.5,TRUE,5,((!A | B | C | D) & (!A | E | F)),306896.2,15
65c258b365337212ebe44d1f,2024-02-06T16:05:07.036Z,FALSE,M,41,BSc,26,none,22669,FALSE,2,(A -> (B & !C & !D)),26463,TRUE,9,((B -> (C | D)) -> !A),13939,TRUE,12,(A -> (!B & !C & (D | E | F))),18465,TRUE,4,(A -> (!(B | C) & (D | E | F))),20452,TRUE,14,((!A & (B | C)) -> !D),22507,TRUE,13,(((B | C) & D) -> A),25269,TRUE,7,(A <-> !(B | C | D | E)),24867,TRUE,11,(A <-> (!B & !C & !D & !E)),27418,TRUE,3,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),27140,FALSE,5,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),23232,TRUE,15,(A -> (B -> (C -> !(D | E)))),16577,TRUE,8,(!A | !B | !C | (!D & !E)),25492,FALSE,1,(A <-> ((B & C & !D) | (D & !E))),46985,TRUE,10,((A & B & C & !D) | (!A & !B & !D) | (!A & !C & !D) | (!A & D & E) | (A & D & !E)),35749,TRUE,6,(!A -> ((B & !C) <-> D)),28576,TRUE,0,((A | !B | C | D) & (A | B | !D) & (A | !C | !D)),405800,13
65c2619465337212ebe44d6b,2024-02-06T16:43:00.925Z,FALSE,M,40,MSc,20,some,31368,TRUE,15,(!A -> ((B & !C) <-> D)),28391.3,TRUE,11,(A | ((B & !C) <-> D)),16159.7,TRUE,14,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),26437.7,TRUE,3,!(A & (B | C | D | E)),18378.1,TRUE,5,((A & B & !C & !D & !E) -> F),20229.6,TRUE,8,((A & B) -> (C | D | E | F)),22929,TRUE,2,((A & B & C) -> !(D | E)),15800.8,TRUE,0,((A & B & C) -> (!D & !E)),22784,TRUE,12,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),14463.1,TRUE,10,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),17901.4,TRUE,1,((A & (B | C | D | E)) -> F),14878.9,TRUE,7,(!A | (!B & !C & !D & !E) | F),30016.6,TRUE,13,((A <-> (B & C & D & !E)) | (E & !F)),19481.3,TRUE,6,((A & B & C & D & !E) | (!A & !B) | (!A & !C) | (!A & !D) | (!A & E) | (E & !F)),18744.6,TRUE,4,(A -> (!B & !C & (D | E | F))),28278.8,TRUE,9,((!A | D | E | F) & (!A | !C) & (!A | !B)),346242.9,16
65c264f565337212ebe44db6,2024-02-06T16:57:25.948Z,TRUE,M,52,MSc,28,expert,20404.3,TRUE,7,(!A -> ((B & !C) <-> D)),7710.8,TRUE,12,(A | ((B & !C) <-> D)),,,6,(A <-> ((B & C & D & !E) | (E & !F))),16744.3,TRUE,8,(A <-> !(((B & C & D) -> E) & (E -> F))),12376.2,TRUE,14,(!A -> (!B & !C & !D)),6467.8,TRUE,15,((B | C | D) -> A),4514.1,TRUE,11,(A -> (B -> (C -> !(D | E)))),5718.5,TRUE,9,(A -> (B -> (C -> (!D & !E)))),15242.4,TRUE,5,((A & B) | (C & B) | (D & B)),8728.3,TRUE,10,(B & (A | C | D)),13266.8,TRUE,1,((!A & (B | C)) -> !D),10698,TRUE,2,(A | (!B & !C) | !D),9871.7,TRUE,13,((A <-> (B & C & !D)) | (D & !E)),24160,TRUE,3,((A & B & C & !D) | (!A & !B) | (!A & !C) | (!A & D) | (D & !E)),16558.7,FALSE,4,(A -> ((B | C | D) & E)),25587.9,FALSE,0,((!A | B | C | D) & (!A | E)),198049.8,13
65c2650f65337212ebe44dd0,2024-02-06T16:57:51.631Z,FALSE,M,36,MSc,14,none,12511.1,TRUE,7,(A -> (!B & !C & D)),25007.6,TRUE,8,((D -> (B | C)) -> !A),24773.3,TRUE,9,(A -> (!B & !C & (D | E | F))),35676.5,TRUE,5,(A -> (!(B | C) & (D | E | F))),13653.1,TRUE,11,((A & !B & !C) -> D),13412.5,TRUE,6,(A -> (B | C | D)),14799.1,TRUE,4,((A & B) -> !(C | D)),20485,TRUE,1,((A & B) -> (!C & !D)),36707.5,TRUE,12,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),36280.4,TRUE,2,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),23368.4,TRUE,10,(((A | B) & C) -> !D),18703.3,TRUE,14,((!A & !B) | !C | !D),20189.2,TRUE,15,((!A & !B & !C) -> (D <-> E)),19837.7,TRUE,0,(A | B | C | (!D & !E) | (D & E)),29192.4,TRUE,13,(A <-> ((B & C & !D) | (D & !E))),44696.4,TRUE,3,((A | !B | !C | D) & (A | !D | E) & (!A | B | D) & (!A | C | D) & (!A | !D | !E)),389293.5,16
65c26f3465337212ebe44e49,2024-02-06T17:41:08.627Z,TRUE,F,30,BSc,10,some,29473.8,TRUE,0,((A <-> (B & C & !D)) | (D & !E)),24166.1,TRUE,9,((D -> E) -> (A <-> (B & C & !D))),16213,TRUE,13,((A | B) -> (C & !D & !E)),16661.9,TRUE,14,((A | B) -> !(C -> (D | E))),24467.6,TRUE,8,((!A & !B & C & D) -> E),7758.3,TRUE,6,((C & D) -> (A | B | E)),28949.1,TRUE,2,((A & B) -> !(C | D)),6690.7,TRUE,7,((A & B) -> (!C & !D)),18991.6,TRUE,5,((A & B) | (C & B) | (D & B) | (E & B)),17886.9,TRUE,1,(B & (A | C | D | E)),18094.4,TRUE,15,(A -> ((B & C & D) -> !E)),12757.9,TRUE,4,(!A | !B | !C | !D | !E),20588.6,TRUE,3,(A <-> ((B & C & !D) | (D & !E))),33461.5,TRUE,12,((A & B & C & !D) | (!A & !B & !D) | (!A & !C & !D) | (!A & D & E) | (A & D & !E)),23999.5,TRUE,10,(A -> ((B & C) <-> !D)),14191.9,TRUE,11,((!A | !B | !C | !D) & (!A | B | D) & (!A | C | D)),314352.8,16
65c2739c65337212ebe44eae,2024-02-06T17:59:56.181Z,,,,NaN,,NaN,,,6,((A <-> (B & !C)) | (C & !D)),,,12,((C -> D) -> (A <-> (B & !C))),,,13,(A <-> ((B & C & !D) | (D & !E))),4270,FALSE,7,(A <-> !(((B & C) -> D) & (D -> E))),,,15,((A & !B & !C) -> D),,,9,(A -> (B | C | D)),14966,FALSE,3,((A & B) -> !(C | D)),,,14,((A & B) -> (!C & !D)),,,10,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),22871,TRUE,1,(!A | (!C & !D & !B & !E)),5532.9,FALSE,5,(A -> ((B & C & D) -> !E)),12409.7,TRUE,2,(!A | !B | !C | !D | !E),2183.9,FALSE,8,(!(A | B) -> !(C | D | (E & F))),76133.4,TRUE,0,(A | B | (!C & !D & !E) | (!C & !D & !F)),,,4,(!A -> ((B & !C) <-> D)),,,11,((A | !B | C | D) & (A | B | !D) & (A | !C | !D)),138366.9,3
65c2812965337212ebe44ef8,2024-02-06T18:57:45.986Z,FALSE,F,28,BSc,3,none,26293,FALSE,3,((A & !B) -> (!C & D)),36601,TRUE,1,((A -> B) | (!C & D)),22351,FALSE,2,(A -> (!B & !C & !D)),32417,FALSE,5,(A -> !(B | C | D)),18561,TRUE,8,((A & !B & !C) -> !D),9815,TRUE,7,((A & D) -> (B | C)),14146,TRUE,11,((A & B & C) -> !(D | E)),18646,TRUE,10,((A & B & C) -> (!D & !E)),17707,TRUE,9,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),11063,TRUE,14,(!A | (!C & !D & !B & !E)),21108,TRUE,12,((!A & (B | C)) -> !D),19916,TRUE,4,(A | (!B & !C) | !D),17391,TRUE,15,((A <-> (B & C & !D)) | (D & !E)),50783,TRUE,6,((A & B & C & !D) | (!A & !B) | (!A & !C) | (!A & D) | (D & !E)),31389,TRUE,13,(A <-> ((B & C & !D) | (D & !E))),60504,FALSE,0,((A | !B | !C | D) & (A | !D | E) & (!A | B | D) & (!A | C | D) & (!A | !D | !E)),408691,12
65c2929165337212ebe44f78,2024-02-06T20:12:01.633Z,FALSE,M,59,PhD,40,expert,23726.8,TRUE,2,(!A -> ((B & !C) <-> D)),18434.6,TRUE,15,(A | ((B & !C) <-> D)),9592.5,TRUE,13,((A -> !B) & (C -> !D)),28370.3,TRUE,4,!((A & B) | (C & D)),23843.6,FALSE,3,((A & !B) -> (!C & !D)),13205.2,FALSE,9,((C | D) -> (A -> B)),12095.6,TRUE,12,((A & B) -> !(C | D)),12034,TRUE,11,((A & B) -> (!C & !D)),24142.3,TRUE,14,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),26820.5,TRUE,8,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),36434.9,TRUE,7,(A -> ((B & C & D) -> !E)),16405.2,TRUE,1,(!A | !B | !C | !D | !E),12131.5,TRUE,10,((A <-> (B & C & D & !E)) | (E & !F)),36456.8,TRUE,6,((A & B & C & D & !E) | (!A & !B) | (!A & !C) | (!A & !D) | (!A & E) | (E & !F)),15491.2,TRUE,5,((A <-> (B & !C)) | (C & !D)),55309.8,TRUE,0,((A | !B | C) & (!A | B | C) & (!A | !C | !D)),364494.8,14
65c2a23565337212ebe44fdd,2024-02-06T21:18:45.073Z,TRUE,M,36,PhD,10,expert,18617.6,FALSE,3,((A <-> (B & C & !D)) | (D & !E)),28123.2,TRUE,4,((D -> E) -> (A <-> (B & C & !D))),9336.4,TRUE,6,((A -> !B) & (C -> !D)),8300.4,TRUE,15,!((A & B) | (C & D)),5335.1,TRUE,10,((!A & !B & C) -> D),10501.1,TRUE,12,(C -> (A | B | D)),7156,TRUE,13,((A & B & C) -> !(D | E)),7036.9,TRUE,8,((A & B & C) -> (!D & !E)),10436.2,TRUE,5,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),31141.7,TRUE,1,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),25759.3,FALSE,11,(A -> (B -> (C -> !(D | E)))),6529.5,TRUE,14,(!A | !B | !C | (!D & !E)),27644.6,FALSE,0,(A <-> ((B & C & D & !E) | (E & !F))),20368.5,TRUE,7,((A & B & C & D & !E) | (!A & !B & !E) | (!A & !C & !E) | (!A & !D & !E) | (!A & E & F) | (A & E & !F)),8099.6,TRUE,2,((A & B) -> (C & (D | E))),14548.2,TRUE,9,((!A | !B | D | E) & (!A | !B | C)),238934.3,13
65c2a2d265337212ebe45003,2024-02-06T21:21:22.935Z,FALSE,M,28,BSc,7,none,20837,FALSE,1,(!A -> ((B & !C) <-> D)),15850,TRUE,7,(A | ((B & !C) <-> D)),16998,FALSE,9,((A | B) -> (C & !D & !E)),16365,FALSE,5,((A | B) -> !(C -> (D | E))),32780,FALSE,14,(!(A | B) -> !(C | D | (E & F))),17542,TRUE,13,((C | D | (E & F)) -> (A | B)),22145,TRUE,12,((A & !(B | C)) -> D),17437,TRUE,8,((A & !B & !C) -> D),12949,TRUE,4,((A & B) | (C & B) | (D & B) | (E & B)),11197,TRUE,2,(B & (A | C | D | E)),26628,TRUE,0,(A -> ((B & C) -> D)),7465,TRUE,15,(!A | !B | !C | D),12205,FALSE,11,(A -> (!B & !C & (D | E | F))),20319,TRUE,3,(!A | (!B & !C & D) | (!B & !C & E) | (!B & !C & F)),21687,TRUE,10,(A <-> ((B & C & !D) | (D & !E))),31251,TRUE,6,((A | !B | !C | D) & (A | !D | E) & (!A | B | D) & (!A | C | D) & (!A | !D | !E)),303655,11
65c2a70f65337212ebe4508d,2024-02-06T21:39:27.032Z,FALSE,M,56,BSc,30,none,18709.2,TRUE,1,((A <-> (B & C & D & !E)) | (E & !F)),55196.2,TRUE,0,((E -> F) -> (A <-> (B & C & D & !E))),16009.3,TRUE,2,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),,,4,!((A | B | C) & (A | B | D) & (A | C | D) & (B | C | D)),17553.8,TRUE,5,((!A & !B & C) -> D),15376.7,TRUE,14,(C -> (A | B | D)),17274.1,TRUE,6,((A & !(B | C)) -> D),22546.3,TRUE,3,((A & !B & !C) -> D),39916.6,FALSE,15,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),21361.1,TRUE,7,(!A | (!C & !D & !B & !E)),17754.5,FALSE,12,(A -> (B -> (C -> !(D | E)))),16009,FALSE,10,(!A | !B | !C | (!D & !E)),25212.6,TRUE,9,((!A & !B & !C) -> (D <-> E)),17020.5,TRUE,13,(A | B | C | (!D & !E) | (D & E)),21210.1,FALSE,8,(!A -> ((B & !C) <-> D)),38500.5,TRUE,11,((A | !B | C | D) & (A | B | !D) & (A | !C | !D)),359650.5,11
